country	countryLabel	state	stateLabel
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q83273	Ibaraki Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q120730	Kyoto Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q122723	Osaka Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q123258	Fukuoka Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q123376	Ehime Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q125863	Yamagata Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q127264	Yamaguchi Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q127513	Kanagawa Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q127877	Nagano Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q128186	Saitama Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q128196	Mie Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q129499	Gunma Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q130290	Hyōgo Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q130300	Miyazaki Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q130308	Kumamoto Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q131277	Gifu Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q131281	Ishikawa Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q131287	Nara Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q131314	Wakayama Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q131320	Shizuoka Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q131358	Shiga Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q132705	Niigata Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q132720	Yamanashi Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q132751	Shimane Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q132929	Toyama Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q132936	Okayama Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q133879	Fukui Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q133924	Oita Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q133935	Tottori Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q134093	Kōchi Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q160420	Saga Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q160734	Tokushima Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q161454	Kagawa Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q169376	Nagasaki Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q617375	Hiroshima Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q766445	Okinawa Prefecture
http://www.wikidata.org/entity/Q17	Japan	http://www.wikidata.org/entity/Q1037393	Hokkaido
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q585	Oslo
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q2254	Telemark
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q14056	Jan Mayen
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q23408	Bouvet Island
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q25231	Svalbard
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q50614	Østfold
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q50615	Akershus
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q50618	Buskerud
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q50619	Vestfold
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q50624	Rogaland
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q50627	Møre og Romsdal
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q50630	Nordland
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q50631	Troms
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q50632	Finnmark
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q127676	Trøndelag
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q2729021	Agder
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q56404886	Innlandet
http://www.wikidata.org/entity/Q20	Norway	http://www.wikidata.org/entity/Q56407177	Vestland
http://www.wikidata.org/entity/Q21	England	http://www.wikidata.org/entity/Q47967	North West England
http://www.wikidata.org/entity/Q21	England	http://www.wikidata.org/entity/Q47983	North East England
http://www.wikidata.org/entity/Q21	England	http://www.wikidata.org/entity/Q47994	East Midlands
http://www.wikidata.org/entity/Q21	England	http://www.wikidata.org/entity/Q48006	East of England
http://www.wikidata.org/entity/Q21	England	http://www.wikidata.org/entity/Q48015	South East England
http://www.wikidata.org/entity/Q21	England	http://www.wikidata.org/entity/Q48026	South West England
http://www.wikidata.org/entity/Q21	England	http://www.wikidata.org/entity/Q48038	West Midlands
http://www.wikidata.org/entity/Q21	England	http://www.wikidata.org/entity/Q48063	Yorkshire and the Humber
http://www.wikidata.org/entity/Q21	England	http://www.wikidata.org/entity/Q23939248	London
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q47134	Shetland Islands
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q80967	Outer Hebrides
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q100166	Orkney Islands
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q126514	Dumfries and Galloway
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q189912	Aberdeenshire
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q201149	Fife
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q202174	Argyll and Bute
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q202177	Angus
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q204940	West Lothian
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q206926	North Ayrshire
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q206934	Midlothian
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q207111	North Lanarkshire
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q207257	East Lothian
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q207268	Clackmannanshire
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q207679	Perth and Kinross
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q208121	West Dunbartonshire
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q208271	Inverclyde
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q208279	Highland
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q209131	South Ayrshire
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q209135	East Ayrshire
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q209142	South Lanarkshire
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q211091	Renfrewshire
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q211106	Moray
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q211113	Scottish Borders
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q211889	East Dunbartonshire
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q211925	East Renfrewshire
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q216802	Falkirk
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q217838	Stirling
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q2357511	Dundee City
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q2379199	City of Edinburgh
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q55934339	Glasgow City
http://www.wikidata.org/entity/Q22	Scotland	http://www.wikidata.org/entity/Q62274582	Aberdeen City
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q109128	Gwynedd
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q156150	Powys
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q168159	Anglesey
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q207176	Monmouthshire
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q213361	Pembrokeshire
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q217829	Ceredigion
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q217840	Carmarthenshire
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q505610	Flintshire
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q596885	Blaenau Gwent County Borough
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q643919	Torfaen
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q650682	Denbighshire
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q697126	Bridgend County Borough
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q748065	Caerphilly County Borough
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q748078	Neath Port Talbot
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q817960	Rhondda Cynon Taf
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q817971	Conwy County Borough
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q843868	Wrexham County Borough
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q844784	Vale of Glamorgan
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q3306663	Merthyr Tydfil
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q5283458	Newport
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q10996863	Swansea
http://www.wikidata.org/entity/Q25	Wales	http://www.wikidata.org/entity/Q24342199	Cardiff
http://www.wikidata.org/entity/Q26	Northern Ireland	http://www.wikidata.org/entity/Q10686	Belfast
http://www.wikidata.org/entity/Q26	Northern Ireland	http://www.wikidata.org/entity/Q4777347	Antrim and Newtownabbey
http://www.wikidata.org/entity/Q26	Northern Ireland	http://www.wikidata.org/entity/Q4792580	Armagh City, Banbridge and Craigavon
http://www.wikidata.org/entity/Q26	Northern Ireland	http://www.wikidata.org/entity/Q5054638	Causeway Coast and Glens
http://www.wikidata.org/entity/Q26	Northern Ireland	http://www.wikidata.org/entity/Q5444365	Fermanagh and Omagh
http://www.wikidata.org/entity/Q26	Northern Ireland	http://www.wikidata.org/entity/Q6558667	Lisburn and Castlereagh
http://www.wikidata.org/entity/Q26	Northern Ireland	http://www.wikidata.org/entity/Q6840825	Mid Ulster
http://www.wikidata.org/entity/Q26	Northern Ireland	http://www.wikidata.org/entity/Q6841059	Mid and East Antrim
http://www.wikidata.org/entity/Q26	Northern Ireland	http://www.wikidata.org/entity/Q7055155	Ards and North Down
http://www.wikidata.org/entity/Q26	Northern Ireland	http://www.wikidata.org/entity/Q15213714	Derry City and Strabane
http://www.wikidata.org/entity/Q26	Northern Ireland	http://www.wikidata.org/entity/Q15262186	Newry, Mourne and Down
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q55299	County Laois
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q93195	Ulster
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q107397	County Leitrim
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q131438	Munster
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q159736	Leinster
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q162475	County Cork
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q164421	Connacht
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q169923	County Galway
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q173332	County Kildare
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q173500	County Dublin
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q178283	County Limerick
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q178626	County Mayo
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q179325	County Sligo
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q179424	County Donegal
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q179437	County Roscommon
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q180231	County Kilkenny
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q181862	County Clare
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q181882	County Carlow
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q182591	County Wicklow
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q182633	County Westmeath
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q183539	County Louth
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q183544	Meath
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q184445	County Offaly
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q184469	County Kerry
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q184594	County Waterford
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q184599	County Wexford
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q184618	County Tipperary
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q184760	County Monaghan
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q186220	County Longford
http://www.wikidata.org/entity/Q27	Republic of Ireland	http://www.wikidata.org/entity/Q187402	County Cavan
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q1781	Budapest
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q181018	Bács-Kiskun County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q185368	Hajdú-Bihar County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q185374	Zala County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q186195	Baranya County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q187677	Vas County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q187693	Fejér County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q187753	Győr-Moson-Sopron County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q188612	Pest County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q188890	Veszprém County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q188895	Borsod-Abaúj-Zemplén County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q189655	Jász-Nagykun-Szolnok County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q190018	Komárom-Esztergom County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q190518	Szabolcs-Szatmár-Bereg County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q190522	Somogy County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q191604	Heves County
http://www.wikidata.org/entity/Q28	Hungary	http://www.wikidata.org/entity/Q191616	Békés County
http://www.wikidata.org/entity/Q784	Dominica	http://www.wikidata.org/entity/Q339063	Saint Paul Parish
http://www.wikidata.org/entity/Q784	Dominica	http://www.wikidata.org/entity/Q617801	Saint George Parish
http://www.wikidata.org/entity/Q784	Dominica	http://www.wikidata.org/entity/Q732322	Saint Andrew Parish
http://www.wikidata.org/entity/Q784	Dominica	http://www.wikidata.org/entity/Q1431099	Saint Luke Parish
http://www.wikidata.org/entity/Q784	Dominica	http://www.wikidata.org/entity/Q1431108	Saint Patrick Parish
http://www.wikidata.org/entity/Q784	Dominica	http://www.wikidata.org/entity/Q1431115	Saint Mark Parish
http://www.wikidata.org/entity/Q784	Dominica	http://www.wikidata.org/entity/Q1431129	Saint David Parish
http://www.wikidata.org/entity/Q784	Dominica	http://www.wikidata.org/entity/Q1476285	Saint John Parish
http://www.wikidata.org/entity/Q784	Dominica	http://www.wikidata.org/entity/Q1476294	Saint Peter Parish
http://www.wikidata.org/entity/Q784	Dominica	http://www.wikidata.org/entity/Q1476302	Saint Joseph Parish
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q530231	Espaillat Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q549386	Hermanas Mirabal Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q592624	Monte Cristi Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q594405	La Vega Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q693487	Puerto Plata Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q794239	Azua Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q807079	Baoruco Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q937217	Hato Mayor Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1137545	Elías Piña Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1137551	Barahona Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1138575	Dajabón Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1140742	La Romana
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1145487	Samaná Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1262745	Duarte Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1295496	Monseñor Nouel Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1323353	La Altagracia Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1331932	Peravia Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1352533	Pedernales Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1352536	Santo Domingo Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1366107	San Cristóbal Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1366119	San Pedro de Macorís
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1424391	San José de Ocoa Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1424401	Independencia
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1772745	Monte Plata Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1772983	Santiago Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1774831	El Seibo Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1774848	Valverde Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1836903	Sánchez Ramírez Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q1949656	María Trinidad Sánchez Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q2001793	San Juan Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q2021942	Santiago Rodríguez Province
http://www.wikidata.org/entity/Q786	Dominican Republic	http://www.wikidata.org/entity/Q2499228	Distrito Nacional
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q212540	Sonsonate Department
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q522221	Chalatenango Department
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q572993	Ahuachapán Department
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q671158	Santa Ana Department
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q914058	Cabañas Department
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q930804	San Miguel Department
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q930820	La Libertad Department
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q1122748	Usulután Department
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q1122836	Morazán Department
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q1129788	La Paz Department
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q1130180	San Vicente Department
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q1130677	Cuscatlán Department
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q1130688	La Unión Department
http://www.wikidata.org/entity/Q792	El Salvador	http://www.wikidata.org/entity/Q1543219	San Salvador Department
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q131664	Qom Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q132945	Bushehr Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q134228	Ardabil Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q134386	Kurdistan Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q134411	West Azerbaijan Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q134417	Markazi Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q146726	Zanjan Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q165352	Kerman Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q168949	Semnan Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q170041	Golestan Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q170568	Yazd Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q170570	Ilam Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q171551	South Khorasan Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q171702	Chaharmahal and Bakhtiari Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q174010	Kermanshah Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q176081	East Azerbaijan Province
http://www.wikidata.org/entity/Q794	Iran	http://www.wikidata.org/entity/Q180068	Kohgiluyeh and Boyer-Ahmad Province
